31,0.334259259259
36,0.142222222222
62,0.141520467836
196,0.114285714286
157,0.109401709402
158,0.0925925925926
193,0.0888888888889
103,0.0888888888889
81,0.0888888888889
84,0.08
197,0.0666666666667
200,0.0666666666667
22,0.05
198,0.0444444444444
5,0.0444444444444
195,0.0296296296296
192,0.0296296296296
191,0.0222222222222
8,0.0222222222222
151,0.0
190,0.0
60,0.0
114,0.0
66,0.0
83,0.0
138,0.0
118,0.0
182,0.0
20,0.0
95,0.0
180,0.0
1,0.0
3,0.0
2,0.0
4,0.0
185,0.0
108,0.0
109,0.0
72,0.0
102,0.0
93,0.0
106,0.0
115,0.0
15,0.0
18,0.0
30,0.0
