195,0.474670433145
191,0.410744810745
62,0.410744810745
157,0.381405895692
31,0.339797979798
5,0.322222222222
84,0.299022222222
158,0.294559386973
81,0.292013888889
36,0.289750215332
103,0.263223787167
192,0.259567901235
196,0.240963855422
194,0.224698067633
139,0.192426755113
200,0.04
8,0.0355555555556
193,0.0333333333333
22,0.0111111111111
199,0.0111111111111
197,0.0111111111111
115,0.0111111111111
133,0.0
132,0.0
137,0.0
136,0.0
134,0.0
138,0.0
24,0.0
26,0.0
27,0.0
20,0.0
23,0.0
95,0.0
4,0.0
121,0.0
123,0.0
125,0.0
128,0.0
58,0.0
54,0.0
50,0.0
179,0.0
190,0.0
88,0.0
116,0.0
110,0.0
113,0.0
83,0.0
3,0.0
7,0.0
108,0.0
109,0.0
106,0.0
107,0.0
32,0.0
30,0.0
60,0.0
97,0.0
66,0.0
175,0.0
172,0.0
182,0.0
180,0.0
2,0.0
187,0.0
185,0.0
91,0.0
93,0.0
160,0.0
161,0.0
162,0.0
96,0.0
10,0.0
12,0.0
15,0.0
14,0.0
16,0.0
18,0.0
89,0.0
151,0.0
153,0.0
154,0.0
159,0.0
44,0.0
45,0.0
42,0.0
145,0.0
149,0.0
77,0.0
72,0.0
